age,household_id,school_id,work_id,primary_community,secundary_community
48,47685,0,4008,457,593
55,142404,0,9746,24,72
2,170264,0,0,243,115
1,110538,0,0,392,247
73,666,0,0,472,200
49,92440,0,11812,534,420
63,171523,0,0,412,376
8,32125,1596,0,218,421
39,114201,0,13746,37,366
7,18756,1739,0,21,562
40,68866,0,4180,353,442
47,38547,0,2726,584,348
36,15368,0,1055,43,490
18,182485,2020,0,378,370
5,100614,0,0,216,37
28,177030,0,10056,505,322
13,123976,1801,0,475,475
54,81289,0,11585,592,301
13,119072,1822,0,598,41
67,185026,0,0,371,97
24,116424,2392,0,432,572
46,17394,0,10436,413,200
29,81345,0,14826,366,243
8,190370,1681,0,271,34
22,13873,0,0,578,430
43,149209,0,9742,304,369
17,44345,1840,0,20,269
33,31842,0,0,10,10
37,116169,0,10835,236,320
67,160389,0,0,287,329
35,100178,0,10118,368,530
18,38425,2397,0,391,460
63,140534,0,4537,213,154
21,171531,2400,0,348,199
1,59315,0,0,526,419
1,7117,469,0,91,375
13,128408,1797,0,199,382
14,73437,1831,0,204,579
27,4580,0,709,365,307
74,20601,0,0,409,21
31,127408,0,9474,123,24
50,119166,0,0,238,206
45,157669,0,4709,432,153
1,97331,0,0,365,307
58,121179,0,4612,592,592
12,84772,1838,0,289,562
1,182632,895,0,357,418
4,182082,1320,0,347,226
36,77015,0,0,247,174
8,72875,1588,0,372,213
19,155595,2481,0,52,22
27,8781,0,14863,506,396
31,187659,0,4310,475,88
36,136783,0,9032,574,574
15,37499,1835,0,370,409
56,2226,0,0,106,66
43,110749,0,8018,403,50
55,97448,0,0,421,421
35,177433,0,5627,560,472
59,165315,0,0,109,97
59,135,0,0,584,178
22,108606,2056,0,183,437
50,114918,0,11520,138,138
46,126705,0,0,272,560
11,128909,1477,0,457,358
28,14104,0,12998,413,291
35,16585,0,0,244,430
43,119407,0,129,504,504
60,80900,0,11869,480,80
20,123212,2429,0,157,285
71,153450,0,0,386,305
57,186938,0,15365,132,362
16,46921,1816,0,458,199
13,52164,1797,0,262,435
44,127157,0,16481,1,36
2,178563,0,0,238,377
26,28919,0,14696,455,401
50,87691,0,571,5,95
19,104170,2164,0,488,539
50,115399,0,6243,3,157
34,68851,0,15033,541,204
36,98802,0,0,131,131
41,153657,0,15663,296,320
21,108597,0,13616,493,493
35,55128,0,9010,463,30
58,1933,0,0,185,266
51,37010,0,4783,274,534
17,131067,1792,0,408,408
69,70095,0,0,490,228
62,13718,0,0,160,225
32,27567,0,15145,526,235
43,9926,0,0,400,178
45,89148,0,9117,355,357
18,668,2300,0,312,522
52,108309,0,0,388,352
1,93615,286,0,11,342
83,174226,0,0,38,38
44,146559,0,2251,6,87
13,159369,1906,0,221,548
15,60542,1864,0,592,429
18,128481,2189,0,48,48
39,99424,0,15831,449,545
12,19593,1802,0,182,182
51,28745,0,15894,370,113
64,183402,0,6849,598,426
46,185758,0,13239,146,503
24,126817,2309,0,48,274
23,89229,1941,0,472,441
6,64181,1546,0,568,502
21,4818,0,2816,228,228
17,50759,1882,0,16,432
34,99415,0,7558,455,139
47,111034,0,0,393,156
28,113718,0,11120,538,86
28,29799,0,5627,572,35
8,156605,1676,0,201,493
80,70103,0,0,462,25
50,155897,0,10675,161,432
76,152333,0,0,401,401
37,163178,0,9805,421,331
21,122183,2572,0,179,179
45,55597,0,3437,24,314
11,25028,1482,0,417,57
17,33173,1860,0,65,239
10,130037,1658,0,148,363
35,18959,0,9004,188,300
48,118043,0,3645,402,217
16,23362,1832,0,361,128
50,155025,0,3561,566,531
46,101078,0,3318,300,103
62,190456,0,0,442,442
80,117893,0,0,182,154
32,110717,0,0,132,275
19,87637,2290,0,207,207
41,46977,0,0,355,233
33,170803,0,15242,289,562
34,165497,0,4427,40,338
15,176971,1803,0,203,203
45,58074,0,7971,113,393
68,165689,0,0,559,373
20,58509,2198,0,156,213
57,172174,0,0,63,63
39,93928,0,13549,409,387
23,4854,0,1760,347,8
43,131160,0,6834,371,232
43,145109,0,0,153,416
44,57177,0,4189,421,381
10,171063,1767,0,197,360
24,36495,2085,0,598,193
26,49322,0,767,120,556
33,60122,0,4928,544,69
17,36880,1785,0,226,364
35,22245,0,6031,413,345
1,13294,0,0,505,505
44,137260,0,5726,26,566
41,129714,0,0,175,454
17,98512,1899,0,49,49
32,155399,0,13906,386,492
39,91316,0,0,470,493
13,3163,1892,0,385,159
19,12816,0,3487,472,413
37,99394,0,14069,56,38
53,22434,0,11061,547,375
8,114575,1539,0,592,90
22,181262,1921,0,591,591
5,101497,1276,0,381,331
42,25142,0,935,232,333
51,47228,0,0,227,268
21,83219,2086,0,238,145
49,15963,0,6267,413,107
44,172052,0,3721,256,256
18,79811,0,0,437,437
38,151351,0,722,462,100
30,185716,0,5867,327,579
19,127364,2517,0,177,239
39,117065,0,5623,510,219
32,120524,0,0,449,391
39,107237,0,3953,571,315
50,39168,0,15243,407,470
60,64964,0,11235,70,481
39,184071,0,2837,277,517
41,27721,0,7084,281,514
34,73416,0,8057,16,138
38,41456,0,3576,213,595
19,176441,2393,0,110,465
16,188694,1803,0,101,33
65,2527,0,0,522,466
38,72300,0,12069,422,98
26,64051,0,13420,343,108
62,57871,0,0,149,339
51,91258,0,10436,64,273
5,65276,1135,0,131,411
33,115424,0,14932,223,576
24,81926,2407,0,524,66
19,26070,0,7317,365,168
6,181782,1665,0,107,200
45,14062,0,6853,243,319
25,116791,0,8018,222,238
41,62632,0,8820,200,472
69,76405,0,0,230,272
52,62646,0,1164,269,20
3,70551,1171,0,532,162
28,153261,0,0,110,23
15,170373,1830,0,209,42
24,32145,2081,0,207,103
7,62511,1643,0,188,300
36,159081,0,3313,311,81
4,56818,1376,0,9,127
30,147352,0,5511,329,296
19,167969,2509,0,370,212
63,79656,0,0,30,133
26,115343,0,9857,269,269
17,59920,1882,0,35,35
31,44021,0,0,419,419
43,13239,0,10932,515,119
46,154789,0,6153,166,587
1,148720,563,0,40,40
36,7101,0,15833,546,546
28,75211,0,0,71,568
37,15248,0,5751,169,197
5,119160,1179,0,306,59
51,45844,0,4865,194,377
16,78382,1790,0,350,207
13,170587,1864,0,218,381
24,153762,2262,0,587,406
73,46307,0,0,148,148
37,110045,0,0,289,212
39,88493,0,14976,474,53
19,186793,0,8339,104,448
20,123086,0,12958,200,79
24,12632,0,7302,5,189
54,83383,0,3338,105,61
12,45891,1804,0,465,296
7,146566,1734,0,342,256
16,62911,1845,0,284,245
28,121782,0,13168,46,257
45,51476,0,9580,595,372
8,132607,1469,0,512,581
77,13566,0,0,240,161
18,86170,0,0,545,242
54,21160,0,16343,228,223
74,17086,0,0,452,452
11,118844,1618,0,161,161
0,74977,0,0,212,4
86,143420,0,0,91,473
4,27022,1189,0,35,432
20,103984,2227,0,448,455
50,94975,0,0,317,317
15,2071,1838,0,172,28
35,59262,0,14899,458,584
75,19164,0,0,192,303
51,71573,0,3270,220,74
63,61026,0,0,116,132
1,17090,0,0,188,300
26,147993,0,0,49,43
27,185840,0,8865,475,118
5,76923,1352,0,33,48
55,134867,0,5010,199,414
51,130281,0,5554,72,495
62,133656,0,0,573,112
59,190668,0,0,64,592
63,150907,0,2825,43,43
27,42242,0,16515,173,575
19,4808,1947,0,479,259
18,159103,2578,0,513,52
23,131607,2196,0,561,561
9,65634,1654,0,544,102
2,415,719,0,594,241
41,95250,0,12722,59,222
67,121043,0,0,135,135
26,120472,0,15396,368,368
40,41167,0,0,584,348
4,74237,1155,0,288,78
47,13728,0,4668,318,519
56,4579,0,10237,44,44
16,54536,1803,0,179,565
6,158825,1755,0,492,444
74,14055,0,0,300,481
59,159874,0,11461,50,459
33,95266,0,14687,313,215
14,20483,1875,0,307,328
34,21089,0,16043,384,455
29,183162,0,1168,44,444
18,92856,2170,0,239,348
63,169637,0,4372,317,255
46,143011,0,4588,598,70
65,21095,0,0,262,69
34,80727,0,6192,584,177
20,167939,0,0,14,187
13,154899,1796,0,361,314
33,42109,0,3532,423,286
37,31727,0,1579,287,463
50,133095,0,4820,88,389
15,156085,1787,0,292,362
46,55489,0,6827,317,526
34,31847,0,16471,144,89
7,158701,1473,0,49,49
38,62197,0,3354,96,199
32,55557,0,4804,578,597
17,127117,1872,0,430,389
37,105549,0,0,93,54
8,68333,1695,0,597,75
47,101882,0,10535,229,507
20,168447,2330,0,183,453
6,2405,1510,0,63,447
28,29875,0,2457,200,88
61,106214,0,0,362,47
57,86357,0,786,296,111
65,109001,0,0,410,457
35,11992,0,0,563,192
10,32136,1778,0,364,364
77,3467,0,0,456,569
56,65859,0,10994,386,386
31,108548,0,0,237,571
48,87197,0,12100,241,241
4,93547,1324,0,268,542
29,57761,0,7392,421,338
4,135413,1388,0,317,255
44,79017,0,11164,469,246
19,190352,2463,0,355,355
47,8927,0,1505,66,561
15,183832,1819,0,125,529
22,88481,0,4516,44,492
15,71819,1793,0,582,252
58,3515,0,14014,496,561
45,9547,0,4213,547,375
19,169202,1975,0,65,286
10,104765,1611,0,325,589
52,50216,0,0,448,104
10,163235,1675,0,569,569
48,47995,0,0,582,193
21,11797,2177,0,304,196
20,95947,2319,0,429,262
73,17857,0,0,113,469
51,162419,0,0,338,338
83,158568,0,0,404,129
56,113941,0,0,220,451
75,9389,0,0,545,538
47,150648,0,11060,285,285
3,15352,1209,0,143,436
48,31048,0,4221,122,39
6,18860,1769,0,298,494
63,88503,0,0,259,259
39,76098,0,15539,355,11
48,35108,0,8708,301,301
30,108258,0,6690,132,47
41,136647,0,6944,151,189
0,84516,0,0,118,272
32,174612,0,9971,292,362
38,79357,0,3270,305,281
2,70003,339,0,571,315
28,118884,0,4928,389,476
39,133271,0,5969,360,6
42,186540,0,0,258,482
33,133866,0,13410,90,476
42,90257,0,7251,281,438
25,45464,0,722,54,365
56,43625,0,12663,439,550
66,112824,0,0,4,192
7,172102,1778,0,18,159
0,52191,652,0,598,70
56,83268,0,615,414,400
40,142628,0,0,200,475
14,41868,1832,0,507,507
36,9925,0,14924,277,374
50,63044,0,740,538,298
44,110945,0,0,193,41
69,139715,0,0,223,576
6,134327,1598,0,99,225
36,19835,0,13747,434,311
22,178586,0,0,261,261
11,102641,1610,0,471,527
17,61632,1797,0,331,331
9,126004,1408,0,102,129
53,112469,0,15019,553,542
4,177229,1246,0,572,484
47,8825,0,0,600,335
25,172598,0,0,128,361
57,148364,0,566,598,598
25,145562,0,0,344,406
19,184873,0,1058,526,255
56,7641,0,0,288,78
49,190735,0,12933,518,518
14,83355,1826,0,272,230
36,190862,0,3384,482,488
45,170785,0,7313,39,397
10,166072,1537,0,359,521
20,179414,0,2394,124,231
64,40947,0,11215,412,541
10,180482,1550,0,353,260
45,141773,0,14819,116,471
54,148424,0,832,483,140
1,186741,640,0,248,547
69,63808,0,0,47,356
65,94711,0,0,373,258
33,69302,0,13207,71,499
3,57619,1330,0,71,522
49,103388,0,0,20,269
55,185960,0,0,411,131
15,81233,1845,0,171,524
48,32361,0,9369,116,527
48,96746,0,4667,581,553
11,136352,1467,0,218,82
14,75659,1874,0,490,546
46,53542,0,10025,593,358
3,11482,1175,0,162,203
70,91727,0,0,435,429
68,148395,0,0,592,90
46,181404,0,3814,261,260
11,161625,1514,0,531,531
52,192150,0,13410,187,186
70,74204,0,0,227,465
9,184915,1717,0,175,488
48,6955,0,7949,228,228
5,67842,1375,0,518,205
11,71189,1676,0,219,219
8,134258,1744,0,564,113
15,139171,1868,0,63,63
65,93089,0,0,342,256
14,185038,1833,0,52,22
22,164629,2185,0,563,192
47,146033,0,2143,249,167
44,74174,0,0,574,65
6,175818,1639,0,61,230
73,80855,0,0,367,561
71,39113,0,0,414,518
33,130143,0,3479,26,425
51,178733,0,6335,105,272
73,77641,0,0,208,305
1,83924,690,0,37,503
27,74323,0,3974,579,204
29,86033,0,1361,164,399
12,4691,1859,0,96,199
43,15427,0,11252,455,104
59,137327,0,0,414,584
19,16997,2339,0,481,63
21,51875,2134,0,593,593
56,107332,0,6241,481,188
21,144644,0,0,184,183
53,47943,0,15578,63,300
70,110480,0,0,311,81
31,156772,0,10729,447,526
78,61063,0,0,545,256
55,88192,0,8908,42,377
78,143623,0,0,19,84
0,156536,458,0,151,406
30,165942,0,1659,36,463
50,111890,0,3180,216,579
54,12612,0,5283,180,180
5,72589,1180,0,217,402
56,28611,0,14947,188,188
55,54857,0,0,423,400
1,139316,0,0,326,208
73,120301,0,0,517,210
15,7009,1881,0,301,140
49,189882,0,780,408,199
32,187221,0,6705,318,302
0,48287,33,0,161,231
41,65582,0,10654,81,271
21,41550,2417,0,577,396
72,17476,0,0,293,120
41,64798,0,15115,137,95
16,34148,1827,0,247,514
72,487,0,0,132,47
6,48788,1729,0,160,254
26,176279,0,14190,248,22
48,129852,0,3559,314,58
21,36533,2246,0,572,77
49,83672,0,0,179,394
5,18038,1267,0,274,274
28,9974,0,13235,202,191
59,151953,0,14731,543,543
8,13890,1470,0,463,133
22,61922,2119,0,237,237
53,30874,0,0,179,307
42,61232,0,10067,227,542
35,167613,0,6523,573,532
42,51692,0,5227,362,362
42,164634,0,14863,32,266
35,54899,0,13603,229,3
38,175575,0,8225,32,185
61,9835,0,0,542,553
48,81689,0,5234,435,262
59,73872,0,0,63,63
65,159406,0,0,120,154
66,26949,0,0,88,79
53,172815,0,13266,458,286
0,156761,945,0,271,271
41,39620,0,5362,543,543
42,155281,0,15966,256,256
13,23012,1828,0,403,324
52,5801,0,587,42,216
8,118378,1529,0,300,188
16,178062,1819,0,529,529
49,113699,0,8887,202,191
49,168779,0,8953,247,141
33,69563,0,12435,184,183
20,105241,2042,0,75,124
15,48475,1876,0,510,255
45,103753,0,12349,553,542
48,89899,0,14471,475,200
50,35844,0,6313,225,254
41,20359,0,15773,373,244
60,48757,0,7444,49,49
50,39978,0,4407,380,380
31,34035,0,2419,157,343
41,126079,0,7466,41,41
25,123728,0,5277,522,554
63,147976,0,0,474,53
20,14919,2369,0,600,492
52,99346,0,8225,9,308
11,134881,0,0,296,111
47,132802,0,440,471,471
39,21883,0,0,269,516
40,54598,0,14182,434,571
23,6807,2289,0,114,256
49,7190,0,690,494,86
44,126011,0,12439,207,475
23,61830,2349,0,172,339
41,95784,0,15458,180,180
4,18012,1260,0,100,437
20,98388,0,0,307,392
43,128771,0,1841,475,475
38,86573,0,12686,168,225
56,113056,0,0,523,230
52,5203,0,9181,573,338
40,53822,0,13760,61,441
50,126262,0,0,299,236
43,69399,0,2811,14,467
59,96987,0,0,80,500
67,129156,0,0,568,167
45,75086,0,3337,136,116
20,19665,0,0,338,338
52,160938,0,16311,452,530
36,30561,0,14175,229,3
38,6274,0,15220,146,194
52,6419,0,15663,296,236
43,79850,0,6335,520,431
45,63699,0,2158,72,24
37,152976,0,0,213,213
75,131336,0,0,456,456
35,5969,0,1849,78,530
47,135564,0,12260,576,247
29,173094,0,10619,587,587
7,122280,1620,0,573,532
43,82927,0,0,577,84
29,161251,0,5912,502,167
5,8335,1174,0,122,193
42,177236,0,6613,82,331
15,88818,1801,0,475,475
66,93675,0,0,49,382
8,119661,1463,0,381,421
41,107014,0,11539,515,284
26,55676,0,13590,79,272
24,83320,0,6024,94,584
25,102883,0,13636,4,226
39,77944,0,16474,538,538
42,163899,0,11940,493,470
5,112249,1283,0,174,394
82,99674,0,0,452,379
14,60879,1831,0,547,547
62,71363,0,0,563,242
12,93664,1796,0,36,130
44,113178,0,12812,49,49
19,152272,2332,0,274,274
71,121251,0,0,50,214
53,97728,0,8957,315,237
24,81651,2457,0,162,101
56,35642,0,0,441,230
59,71644,0,0,13,198
54,95573,0,10402,150,128
65,33314,0,0,597,411
16,73657,1817,0,371,150
34,119383,0,11680,326,305
37,135947,0,0,386,285
69,132825,0,0,386,392
36,131539,0,0,330,143
1,22083,926,0,299,121
28,44651,0,13090,545,545
47,129834,0,0,45,220
59,59566,0,0,480,302
28,30833,0,13364,531,531
59,29893,0,2724,342,356
24,46085,2297,0,385,55
9,108188,1573,0,422,185
47,192478,0,11605,35,432
17,149882,1873,0,219,163
6,20903,1664,0,47,17
72,88069,0,0,293,580
59,183883,0,0,236,236
22,56294,0,0,274,573
46,108219,0,4588,113,393
8,161251,1727,0,167,196
0,143501,737,0,180,582
13,36580,1833,0,396,84
15,159974,1843,0,255,255
61,166951,0,0,522,520
7,58439,1740,0,567,59
36,145284,0,2896,400,205
1,109593,291,0,247,392
70,152843,0,0,392,76
46,56137,0,81,173,529
22,43437,2270,0,569,456
36,68264,0,8253,508,84
40,184871,0,8738,560,118
1,16,71,0,116,527
49,18839,0,602,325,173
33,35701,0,10084,272,202
30,113822,0,0,169,169
35,137598,0,480,11,248
7,108800,1655,0,363,219
47,53695,0,5623,439,318
55,26224,0,0,375,51
25,186145,0,209,567,511
23,175528,0,13305,395,321
12,39171,1859,0,400,96
36,2210,0,12428,427,496
9,82381,1649,0,471,116
13,76936,1817,0,15,15
3,45969,1133,0,330,219
52,33431,0,0,350,429
43,6616,0,279,131,280
38,87285,0,6823,441,474
71,127978,0,0,434,486
10,6891,1714,0,513,513
66,171708,0,0,20,536
76,101948,0,0,326,281
22,105460,0,0,432,572
30,174760,0,2726,504,516
33,175040,0,9371,456,569
48,84505,0,3633,300,188
49,55422,0,12622,61,475
27,132134,0,6119,469,564
67,114168,0,0,149,562
0,137413,1112,0,404,253
28,85467,0,13806,450,159
10,30952,1486,0,394,247
6,962,1663,0,13,13
41,168626,0,12214,460,391
14,4311,1853,0,357,583
19,28500,0,9051,305,174
72,118205,0,0,92,92
67,117042,0,0,129,435
23,177198,0,0,219,295
28,188010,0,0,556,156
56,181047,0,3544,47,292
43,166945,0,4210,416,411
3,41626,1377,0,432,272
4,123793,1172,0,64,258
36,182363,0,6827,363,363
20,20471,0,0,429,207
21,9648,2219,0,11,248
5,174650,1376,0,306,306
62,26718,0,5398,258,388
40,104450,0,3735,338,338
55,66904,0,0,106,9
13,44936,1796,0,290,475
72,131645,0,0,483,454
38,164036,0,15308,195,144
22,432,0,0,368,368
9,41589,1587,0,278,91
27,143168,0,6716,229,507
14,133118,1799,0,365,365
53,180628,0,13760,188,481
43,176710,0,9933,188,63
45,47551,0,4672,262,429
21,29543,1964,0,54,254
23,33217,2194,0,146,377
25,126418,0,7747,28,562
39,97111,0,316,396,577
26,8029,0,14844,481,188
44,52286,0,0,24,495
13,112029,1841,0,180,180
53,157340,0,11791,296,287
42,7599,0,6366,265,474
11,120778,1511,0,351,288
26,139173,0,4425,480,557
40,35520,0,5150,47,47
61,49974,0,0,513,52
63,104644,0,0,256,86
46,74855,0,11888,461,556
49,1291,0,6844,280,280
97,120940,0,0,222,302
14,102155,1801,0,555,523
36,183132,0,0,64,301
73,34457,0,0,230,523
10,167544,1749,0,241,269
19,90093,0,6811,352,90
8,39565,1741,0,493,493
44,15607,0,7701,468,468
54,170316,0,6362,538,298
50,83499,0,9265,495,123
50,59606,0,5763,253,207
14,94527,1878,0,52,324
49,151237,0,0,262,262
41,122178,0,5774,63,63
41,71799,0,7267,563,563
25,49933,0,0,90,476
46,173952,0,1793,256,552
2,18211,0,0,326,392
54,93938,0,14960,198,326
35,74335,0,10619,41,41
0,71203,783,0,318,468
29,139557,0,0,202,202
3,4407,1166,0,10,361
17,5890,1891,0,355,248
37,136870,0,11940,494,538
18,50492,2453,0,296,133
70,125623,0,0,110,89
2,179324,895,0,347,246
50,57520,0,5265,349,536
16,178454,1838,0,28,172
45,131997,0,900,262,435
38,142268,0,9002,488,487
42,35395,0,256,393,469
33,71997,0,14142,185,66
12,190595,1800,0,399,37
58,57247,0,0,360,78
25,5636,0,16259,588,450
44,104931,0,0,538,494
52,721,0,2396,408,574
73,42304,0,0,405,509
62,43342,0,0,445,151
39,4681,0,7051,589,589
40,174243,0,3590,408,518
36,55344,0,6613,441,138
47,175192,0,7839,597,161
26,49006,0,13607,513,52
23,48676,0,0,152,311
64,35090,0,0,363,363
59,55548,0,0,135,112
40,56075,0,0,376,59
41,12289,0,9511,84,84
7,61773,1445,0,1,14
29,143581,0,7418,102,290
44,125768,0,555,182,120
18,63999,0,1259,254,54
17,5190,1797,0,313,108
6,105234,1675,0,567,561
18,7465,2377,0,152,34
79,29055,0,0,405,379
41,125708,0,11060,74,45
47,171035,0,2730,392,307
51,161009,0,7949,562,116
31,109911,0,5527,301,90
15,149602,1792,0,89,227
50,15423,0,3437,437,437
3,68357,1220,0,365,93
27,41213,0,0,396,84
25,63678,0,4425,449,298
69,75473,0,0,161,158
14,79050,1879,0,19,245
69,185591,0,0,439,80
49,41275,0,0,548,576
14,133510,1810,0,523,523
18,29988,0,10588,55,188
56,175904,0,0,227,542
3,7843,1387,0,107,272
3,180654,1395,0,428,506
18,15815,0,0,564,113
36,174318,0,1128,113,212
49,138456,0,13459,292,292
47,18929,0,1541,176,415
3,100567,1226,0,49,43
50,140679,0,12439,500,399
43,163184,0,6372,105,345
81,78451,0,0,180,401
61,103478,0,0,207,207
15,40158,1805,0,538,298
28,172390,0,2029,193,41
41,43368,0,0,545,545
58,142836,0,4980,378,448
24,173726,0,14327,272,472
5,100037,1217,0,324,403
4,103181,0,0,28,149
6,49866,1557,0,301,539
39,106781,0,16347,286,177
50,191690,0,12069,177,96
31,107210,0,14484,442,442
16,111425,1828,0,419,114
32,164657,0,2862,106,524
62,35094,0,0,441,118
46,71286,0,5423,472,207
48,144142,0,4939,119,19
53,34930,0,0,99,453
22,93718,2390,0,120,568
53,129401,0,0,473,91
36,19200,0,5044,367,561
9,47861,1632,0,246,393
37,1624,0,4348,34,72
2,168582,461,0,167,71
51,93012,0,1302,208,305
18,63684,2385,0,435,350
46,191532,0,346,256,419
44,55475,0,8263,91,91
48,89997,0,15033,238,59
46,68137,0,6666,7,431
15,10067,1887,0,284,119
52,77422,0,11524,350,129
54,79660,0,4391,463,299
30,93421,0,0,569,493
17,172944,1847,0,182,182
32,28740,0,10955,157,405
10,75210,1512,0,156,469
46,49945,0,3511,526,447
26,70073,0,0,179,305
37,89109,0,98,194,210
1,129139,465,0,358,358
53,106417,0,2786,216,579
15,12716,1840,0,116,116
50,36569,0,0,34,271
22,13555,2353,0,540,172
6,115895,1735,0,82,218
37,188791,0,0,296,299
53,137609,0,11865,404,429
49,6084,0,7084,307,307
0,111645,0,0,393,113
30,114281,0,8146,435,253
23,81795,0,0,128,97
37,164447,0,9291,387,212
21,8281,0,0,47,292
1,142480,790,0,542,227
48,53121,0,0,38,384
3,26195,1153,0,593,358
42,70299,0,14896,37,210
42,88528,0,14829,18,18
42,103780,0,12072,505,98
76,149945,0,0,28,449
4,12362,1336,0,600,392
13,177214,1860,0,518,518
51,54544,0,1252,345,475
46,191402,0,3651,498,307
36,90212,0,0,501,209
48,145259,0,5511,329,329
45,55902,0,14304,170,194
54,147125,0,13991,206,579
49,142751,0,8512,320,296
22,75173,0,6576,79,79
37,123795,0,15145,513,513
18,47892,0,3139,530,176
26,161975,0,7276,129,262
30,60016,0,5316,217,231
83,146514,0,0,183,168
24,171046,2046,0,385,18
32,77589,0,8844,396,103
7,186614,1651,0,464,464
32,60599,0,14724,400,408
53,11713,0,7219,115,243
50,77258,0,14038,541,243
36,113618,0,6944,148,436
21,75996,2099,0,4,347
44,147354,0,508,317,317
31,30178,0,14370,103,428
14,58827,1791,0,436,155
3,82761,1222,0,122,369
48,11283,0,7725,266,266
51,171776,0,1697,10,495
25,40022,0,13495,240,240
51,5796,0,11940,272,523
33,69642,0,3673,219,148
44,77231,0,7101,515,245
3,55551,1291,0,199,135
3,38222,1147,0,424,334
3,56321,1256,0,533,117
46,71652,0,6823,287,111
18,28443,0,0,560,472
40,183763,0,14979,413,291
28,26411,0,13965,474,265
61,117108,0,0,289,289
53,154795,0,8796,421,98
50,102341,0,0,390,196
1,5318,807,0,182,182
3,162006,1186,0,121,320
34,44074,0,0,320,299
6,192201,1458,0,208,438
48,187962,0,8213,595,556
38,130271,0,14838,157,190
9,73648,1771,0,439,210
66,35259,0,0,589,325
46,68864,0,12500,532,296
34,11301,0,15063,294,294
89,141679,0,0,349,282
7,187059,1428,0,178,584
54,192562,0,0,60,349
48,6598,0,14884,495,34
38,120047,0,9762,305,328
7,158093,1619,0,572,411
42,152961,0,14668,573,573
50,123161,0,0,461,556
19,22279,2320,0,302,194
26,184846,0,114,205,96
43,140853,0,7078,561,9
42,99431,0,196,562,334
15,144077,1860,0,400,537
12,83308,1841,0,104,448
18,171537,0,623,463,1
18,124501,2365,0,417,491
43,15460,0,15773,301,273
57,18707,0,1156,485,485
64,190091,0,0,81,81
29,184790,0,0,304,167
52,30462,0,11795,209,145
30,41073,0,14668,325,173
36,146579,0,4436,182,182
11,9745,1758,0,328,307
41,41756,0,7715,234,11
27,9820,0,14116,490,537
60,55147,0,0,318,37
31,162809,0,13587,360,87
54,45621,0,11585,262,175
28,173412,0,4710,350,435
6,11005,1693,0,513,513
0,189291,0,0,381,331
53,64424,0,1232,141,228
32,163048,0,9656,86,545
10,62061,1539,0,559,388
1,170490,0,0,457,117
38,76146,0,14331,458,96
45,84060,0,4727,538,298
30,186762,0,0,237,237
17,48642,1865,0,242,276
37,45342,0,7981,484,572
31,104695,0,3993,359,198
65,146593,0,0,397,372
16,86327,1878,0,324,324
16,87865,1851,0,341,499
39,69728,0,2816,335,444
35,106323,0,2096,334,192
39,26975,0,8608,431,520
4,43596,1373,0,504,269
0,43882,0,0,177,408
12,136795,1837,0,314,232
40,190440,0,15468,252,369
1,33950,606,0,332,33
58,72049,0,0,484,441
73,127259,0,0,63,188
39,132988,0,12342,122,455
69,174479,0,0,411,572
34,159619,0,14480,378,393
15,184497,1835,0,226,226
36,59038,0,2595,263,85
5,43699,1219,0,8,401
2,74265,0,0,577,19
33,67866,0,5410,551,513
21,71818,0,2945,116,527
20,13201,0,0,270,475
48,124939,0,14721,137,331
20,79309,2548,0,317,447
41,143173,0,9870,498,328
4,128627,1164,0,575,173
23,68120,1960,0,151,344
35,82371,0,3645,448,104
29,25961,0,12284,238,517
25,148699,0,4697,324,324
26,132051,0,13289,429,350
66,172005,0,0,333,343
35,31249,0,0,38,455
1,79153,0,0,66,353
14,77082,1837,0,7,312
84,8227,0,0,300,67
28,45266,0,8820,63,300
6,43001,1617,0,262,207
57,44363,0,0,420,420
16,64142,1796,0,386,285
7,31900,1482,0,85,176
65,72593,0,0,336,493
15,140058,1879,0,392,392
14,74456,1810,0,155,363
4,21891,1195,0,58,78
21,103083,0,0,215,361
72,53039,0,0,409,387
20,62559,0,13760,402,402
53,59666,0,14911,353,442
46,12567,0,6419,520,431
14,5146,1892,0,102,270
28,157845,0,0,84,396
47,18160,0,12108,512,211
47,79068,0,7831,84,84
78,1716,0,0,575,547
54,180674,0,3198,157,452
4,44497,1154,0,329,296
47,176598,0,13123,327,511
71,141146,0,0,363,436
57,69512,0,8904,118,272
40,99627,0,10056,19,19
20,33615,0,12816,414,94
76,76168,0,0,298,494
1,44513,807,0,455,497
63,181041,0,6722,120,372
32,43495,0,13901,338,218
40,16245,0,0,195,23
18,137916,0,11004,551,569
41,133240,0,0,242,159
26,5003,0,1995,338,338
49,54060,0,14506,9,496
1,27838,0,0,118,441
54,192051,0,0,506,428
16,89957,1832,0,415,263
80,182922,0,0,503,164
29,81704,0,5499,199,96
22,166573,1920,0,458,458
48,127247,0,665,348,400
52,99373,0,9971,47,362
52,167161,0,10031,516,504
67,134115,0,0,423,537
26,105351,0,15283,320,299
41,125185,0,9594,47,292
9,23167,1609,0,83,237
30,19425,0,10638,378,516
0,43975,0,0,371,333
15,185817,1833,0,569,569
57,72512,0,10785,200,88
38,22940,0,13020,82,218
34,90431,0,13056,61,572
29,142183,0,9741,511,439
53,20891,0,98,500,222
16,11372,1871,0,380,380
41,31496,0,4063,362,47
21,83513,2153,0,152,152
35,72945,0,1163,554,528
49,26646,0,13479,545,460
